group_key,fold,horizon_step,time,actual,forecast,model_type
london_smart_meters,1,1,2023-01-02 00:00:00,0.46245671,0.48342556,prophet
london_smart_meters,1,2,2023-01-02 00:30:00,0.46686692,0.44926510,prophet
london_smart_meters,1,3,2023-01-02 01:00:00,0.47498501,0.42227888,prophet
london_smart_meters,1,4,2023-01-02 01:30:00,0.48723464,0.39974388,prophet
london_smart_meters,1,5,2023-01-02 02:00:00,0.50386696,0.37863717,prophet
london_smart_meters,1,6,2023-01-02 02:30:00,0.52491934,0.35591591,prophet
london_smart_meters,1,7,2023-01-02 03:00:00,0.55017035,0.32863099,prophet
london_smart_meters,1,8,2023-01-02 03:30:00,0.57909588,0.29388057,prophet
london_smart_meters,1,9,2023-01-02 04:00:00,0.61083616,0.24865226,prophet
london_smart_meters,1,10,2023-01-02 04:30:00,0.64418676,0.18962875,prophet
london_smart_meters,1,11,2023-01-02 05:00:00,0.67762775,0.11303550,prophet
london_smart_meters,1,12,2023-01-02 05:30:00,0.70940150,0.01459171,prophet
london_smart_meters,1,13,2023-01-02 06:00:00,0.73764216,-0.11040656,prophet
london_smart_meters,1,14,2023-01-02 06:30:00,0.76054860,-0.26688045,prophet
london_smart_meters,1,15,2023-01-02 07:00:00,0.77658099,-0.45968124,prophet
london_smart_meters,1,16,2023-01-02 07:30:00,0.78465229,-0.69328302,prophet
london_smart_meters,1,17,2023-01-02 08:00:00,0.78428178,-0.97151670,prophet
london_smart_meters,1,18,2023-01-02 08:30:00,0.77568247,-1.29739171,prophet
london_smart_meters,1,19,2023-01-02 09:00:00,0.75976533,-1.67302442,prophet
london_smart_meters,1,20,2023-01-02 09:30:00,0.73806000,-2.09966370,prophet
london_smart_meters,1,21,2023-01-02 10:00:00,0.71256932,-2.57778138,prophet
london_smart_meters,1,22,2023-01-02 10:30:00,0.68558861,-3.10718577,prophet
london_smart_meters,1,23,2023-01-02 11:00:00,0.65952625,-3.68712242,prophet
london_smart_meters,1,24,2023-01-02 11:30:00,0.63675701,-4.31634453,prophet
london_smart_meters,1,25,2023-01-02 12:00:00,0.61952485,-4.99316006,prophet
london_smart_meters,1,26,2023-01-02 12:30:00,0.60989063,-5.71548395,prophet
london_smart_meters,1,27,2023-01-02 13:00:00,0.60969895,-6.48093497,prophet
london_smart_meters,1,28,2023-01-02 13:30:00,0.62052426,-7.28701115,prophet
london_smart_meters,1,29,2023-01-02 14:00:00,0.64355628,-8.13135737,prophet
london_smart_meters,1,30,2023-01-02 14:30:00,0.67940237,-9.01210608,prophet
london_smart_meters,1,31,2023-01-02 15:00:00,0.72781787,-9.92823833,prophet
london_smart_meters,1,32,2023-01-02 15:30:00,0.78741641,-10.87988655,prophet
london_smart_meters,1,33,2023-01-02 16:00:00,0.85544832,-11.86849198,prophet
london_smart_meters,1,34,2023-01-02 16:30:00,0.92774971,-12.89674404,prophet
london_smart_meters,1,35,2023-01-02 17:00:00,0.99894769,-13.96826454,prophet
london_smart_meters,1,36,2023-01-02 17:30:00,1.06295471,-15.08705068,prophet
london_smart_meters,1,37,2023-01-02 18:00:00,1.11370853,-16.25674486,prophet
london_smart_meters,1,38,2023-01-02 18:30:00,1.14603552,-17.47984473,prophet
london_smart_meters,1,39,2023-01-02 19:00:00,1.15646038,-18.75699036,prophet
london_smart_meters,1,40,2023-01-02 19:30:00,1.14377722,-20.08646127,prophet
london_smart_meters,1,41,2023-01-02 20:00:00,1.10924235,-21.46398231,prophet
london_smart_meters,1,42,2023-01-02 20:30:00,1.05633803,-22.88288166,prophet
london_smart_meters,1,43,2023-01-02 21:00:00,0.99016119,-24.33457757,prophet
london_smart_meters,1,44,2023-01-02 21:30:00,0.91658040,-25.80930765,prophet
london_smart_meters,1,45,2023-01-02 22:00:00,0.84135029,-27.29697016,prophet
london_smart_meters,1,46,2023-01-02 22:30:00,0.76936511,-28.78793013,prophet
london_smart_meters,1,47,2023-01-02 23:00:00,0.70417888,-30.27365739,prophet
london_smart_meters,1,48,2023-01-02 23:30:00,0.64783980,-31.74710583,prophet
london_smart_meters,2,1,2023-01-06 18:00:00,1.06786915,1.05535553,prophet
london_smart_meters,2,2,2023-01-06 18:30:00,1.10398096,1.08739654,prophet
london_smart_meters,2,3,2023-01-06 19:00:00,1.11891697,1.09833609,prophet
london_smart_meters,2,4,2023-01-06 19:30:00,1.11095920,1.08596294,prophet
london_smart_meters,2,5,2023-01-06 20:00:00,1.08083143,1.05013429,prophet
london_smart_meters,2,6,2023-01-06 20:30:00,1.03152384,0.99290940,prophet
london_smart_meters,2,7,2023-01-06 21:00:00,0.96774360,0.91839289,prophet
london_smart_meters,2,8,2023-01-06 21:30:00,0.89512528,0.83229224,prophet
london_smart_meters,2,9,2023-01-06 22:00:00,0.81938088,0.74124696,prophet
london_smart_meters,2,10,2023-01-06 22:30:00,0.74556377,0.65203094,prophet
london_smart_meters,2,11,2023-01-06 23:00:00,0.67757061,0.57075542,prophet
london_smart_meters,2,12,2023-01-06 23:30:00,0.61793080,0.50220104,prophet
london_smart_meters,2,13,2023-01-07 00:00:00,0.39583020,0.44938286,prophet
london_smart_meters,2,14,2023-01-07 00:30:00,0.39487481,0.41340651,prophet
london_smart_meters,2,15,2023-01-07 01:00:00,0.39550744,0.39361784,prophet
london_smart_meters,2,16,2023-01-07 01:30:00,0.39871495,0.38799258,prophet
london_smart_meters,2,17,2023-01-07 02:00:00,0.40543029,0.39367103,prophet
london_smart_meters,2,18,2023-01-07 02:30:00,0.41641840,0.40752242,prophet
london_smart_meters,2,19,2023-01-07 03:00:00,0.43215842,0.42662876,prophet
london_smart_meters,2,20,2023-01-07 03:30:00,0.45273520,0.44860651,prophet
london_smart_meters,2,21,2023-01-07 04:00:00,0.47775603,0.47172835,prophet
london_smart_meters,2,22,2023-01-07 04:30:00,0.50630959,0.49485585,prophet
london_smart_meters,2,23,2023-01-07 05:00:00,0.53698225,0.51723596,prophet
london_smart_meters,2,24,2023-01-07 05:30:00,0.56794120,0.53824007,prophet
london_smart_meters,2,25,2023-01-07 06:00:00,0.59708455,0.55712983,prophet
london_smart_meters,2,26,2023-01-07 06:30:00,0.62224660,0.57291802,prophet
london_smart_meters,2,27,2023-01-07 07:00:00,0.64143528,0.58436249,prophet
london_smart_meters,2,28,2023-01-07 07:30:00,0.65306941,0.59009348,prophet
london_smart_meters,2,29,2023-01-07 08:00:00,0.65618031,0.58884041,prophet
london_smart_meters,2,30,2023-01-07 08:30:00,0.65054632,0.57970069,prophet
london_smart_meters,2,31,2023-01-07 09:00:00,0.63673948,0.56238608,prophet
london_smart_meters,2,32,2023-01-07 09:30:00,0.61607928,0.53739065,prophet
london_smart_meters,2,33,2023-01-07 10:00:00,0.59050585,0.50604576,prophet
london_smart_meters,2,34,2023-01-07 10:30:00,0.56239842,0.47045437,prophet
london_smart_meters,2,35,2023-01-07 11:00:00,0.53437281,0.43332184,prophet
london_smart_meters,2,36,2023-01-07 11:30:00,0.50908939,0.39771787,prophet
london_smart_meters,2,37,2023-01-07 12:00:00,0.48909335,0.36680902,prophet
london_smart_meters,2,38,2023-01-07 12:30:00,0.47669217,0.34359672,prophet
london_smart_meters,2,39,2023-01-07 13:00:00,0.47385822,0.33068220,prophet
london_smart_meters,2,40,2023-01-07 13:30:00,0.48213207,0.33006542,prophet
