group_key,fold,horizon_step,time,actual,forecast,model_type
london_smart_meters,1,1,2023-01-02 00:00:00,0.46245671,0.41632404,seasonal_naive
london_smart_meters,1,2,2023-01-02 00:30:00,0.46686692,0.42252751,seasonal_naive
london_smart_meters,1,3,2023-01-02 01:00:00,0.47498501,0.42887045,seasonal_naive
london_smart_meters,1,4,2023-01-02 01:30:00,0.48723464,0.43577521,seasonal_naive
london_smart_meters,1,5,2023-01-02 02:00:00,0.50386696,0.44384171,seasonal_naive
london_smart_meters,1,6,2023-01-02 02:30:00,0.52491934,0.45376990,seasonal_naive
london_smart_meters,1,7,2023-01-02 03:00:00,0.55017035,0.46624813,seasonal_naive
london_smart_meters,1,8,2023-01-02 03:30:00,0.57909588,0.48181959,seasonal_naive
london_smart_meters,1,9,2023-01-02 04:00:00,0.61083616,0.50074566,seasonal_naive
london_smart_meters,1,10,2023-01-02 04:30:00,0.64418676,0.52288924,seasonal_naive
london_smart_meters,1,11,2023-01-02 05:00:00,0.67762775,0.54764219,seasonal_naive
london_smart_meters,1,12,2023-01-02 05:30:00,0.70940150,0.57391623,seasonal_naive
london_smart_meters,1,13,2023-01-02 06:00:00,0.73764216,0.60020842,seasonal_naive
london_smart_meters,1,14,2023-01-02 06:30:00,0.76054860,0.62473893,seasonal_naive
london_smart_meters,1,15,2023-01-02 07:00:00,0.77658099,0.64564551,seasonal_naive
london_smart_meters,1,16,2023-01-02 07:30:00,0.78465229,0.66120703,seasonal_naive
london_smart_meters,1,17,2023-01-02 08:00:00,0.78428178,0.67006167,seasonal_naive
london_smart_meters,1,18,2023-01-02 08:30:00,0.77568247,0.67138614,seasonal_naive
london_smart_meters,1,19,2023-01-02 09:00:00,0.75976533,0.66500983,seasonal_naive
london_smart_meters,1,20,2023-01-02 09:30:00,0.73806000,0.65145148,seasonal_naive
london_smart_meters,1,21,2023-01-02 10:00:00,0.71256932,0.63188161,seasonal_naive
london_smart_meters,1,22,2023-01-02 10:30:00,0.68558861,0.60802744,seasonal_naive
london_smart_meters,1,23,2023-01-02 11:00:00,0.65952625,0.58204492,seasonal_naive
london_smart_meters,1,24,2023-01-02 11:30:00,0.63675701,0.55638197,seasonal_naive
london_smart_meters,1,25,2023-01-02 12:00:00,0.61952485,0.53364836,seasonal_naive
london_smart_meters,1,26,2023-01-02 12:30:00,0.60989063,0.51649377,seasonal_naive
london_smart_meters,1,27,2023-01-02 13:00:00,0.60969895,0.50748057,seasonal_naive
london_smart_meters,1,28,2023-01-02 13:30:00,0.62052426,0.50892852,seasonal_naive
london_smart_meters,1,29,2023-01-02 14:00:00,0.64355628,0.52270940,seasonal_naive
london_smart_meters,1,30,2023-01-02 14:30:00,0.67940237,0.54998451,seasonal_naive
london_smart_meters,1,31,2023-01-02 15:00:00,0.72781787,0.59090459,seasonal_naive
london_smart_meters,1,32,2023-01-02 15:30:00,0.78741641,0.64432437,seasonal_naive
london_smart_meters,1,33,2023-01-02 16:00:00,0.85544832,0.70761057,seasonal_naive
london_smart_meters,1,34,2023-01-02 16:30:00,0.92774971,0.77663110,seasonal_naive
london_smart_meters,1,35,2023-01-02 17:00:00,0.99894769,0.84599452,seasonal_naive
london_smart_meters,1,36,2023-01-02 17:30:00,1.06295471,0.90956058,seasonal_naive
london_smart_meters,1,37,2023-01-02 18:00:00,1.11370853,0.96117520,seasonal_naive
london_smart_meters,1,38,2023-01-02 18:30:00,1.14603552,0.99551436,seasonal_naive
london_smart_meters,1,39,2023-01-02 19:00:00,1.15646038,1.00887441,seasonal_naive
london_smart_meters,1,40,2023-01-02 19:30:00,1.14377722,0.99974024,seasonal_naive
london_smart_meters,1,41,2023-01-02 20:00:00,1.10924235,0.96900364,seasonal_naive
london_smart_meters,1,42,2023-01-02 20:30:00,1.05633803,0.91978223,seasonal_naive
london_smart_meters,1,43,2023-01-02 21:00:00,0.99016119,0.85688282,seasonal_naive
london_smart_meters,1,44,2023-01-02 21:30:00,0.91658040,0.78603264,seasonal_naive
london_smart_meters,1,45,2023-01-02 22:00:00,0.84135029,0.71304503,seasonal_naive
london_smart_meters,1,46,2023-01-02 22:30:00,0.76936511,0.64308311,seasonal_naive
london_smart_meters,1,47,2023-01-02 23:00:00,0.70417888,0.58014100,seasonal_naive
london_smart_meters,1,48,2023-01-02 23:30:00,0.64783980,0.52679553,seasonal_naive
london_smart_meters,2,1,2023-01-06 18:00:00,1.06786915,1.11349582,seasonal_naive
london_smart_meters,2,2,2023-01-06 18:30:00,1.10398096,1.14685542,seasonal_naive
london_smart_meters,2,3,2023-01-06 19:00:00,1.11891697,1.15584746,seasonal_naive
london_smart_meters,2,4,2023-01-06 19:30:00,1.11095920,1.13940972,seasonal_naive
london_smart_meters,2,5,2023-01-06 20:00:00,1.08083143,1.09919972,seasonal_naive
london_smart_meters,2,6,2023-01-06 20:30:00,1.03152384,1.03931532,seasonal_naive
london_smart_meters,2,7,2023-01-06 21:00:00,0.96774360,0.96562008,seasonal_naive
